ID;Name
127399;Hyundai Verna 1.6 SX
127400;Renault Duster 85PS Diesel RxL Optional
127401;Hyundai Creta 1.6 VTVT S
127402;Maruti Wagon R AMT VXI
127403;Mercedes-Benz New C-Class C250 Avantgarde
127404;Audi A8 L 3.0 TDI quattro
127405;Hyundai i10 Magna 1.1
127406;Skoda Rapid 1.6 MPI AT Style Black Package
127407;Skoda Superb Style 1.8 TSI AT
127408;Hyundai i20 Active 1.2 SX
127409;Honda Amaze VX i-DTEC
127410;Maruti Wagon R LXI
127411;Mahindra Verito 1.5 D4 BSIV
127412;Mercedes-Benz New C-Class C 220d Avantgarde Edition C
127413;Maruti Wagon R VXI
127414;Nissan Terrano XV Premium 110 PS Anniversary Edition
127415;Mini Cooper Convertible S
127416;Tata Indica V2 DLS BSII
127417;Chevrolet Beat LT
127418;Volkswagen Polo Diesel Comfortline 1.2L
127419;Maruti Swift ZDi
127420;Ford Figo Diesel EXI
127421;Toyota Innova Crysta 2.8 GX AT
127422;Hyundai Santa Fe 4x4 AT
127423;Honda City i-VTEC V
127424;Hyundai i20 1.2 Magna Executive
127425;Mercedes-Benz New C-Class C 220d Avantgarde Edition C
127426;Chevrolet Beat Diesel LT
127427;Hyundai i20 Sportz 1.4 CRDi
127428;Toyota Innova 2.5 Z Diesel 7 Seater
127429;Maruti Ertiga VDI
127430;Toyota Innova 2.5 V Diesel 7-seater
127431;Honda City i VTEC V
127432;BMW X1 sDrive20d
127433;Hyundai Grand i10 CRDi Era
127434;Maruti Ciaz 1.3 Alpha
127435;Skoda Rapid Leisure 1.6 TDI MT
127436;Hyundai Accent CRDi
127437;Volkswagen Polo GT 1.5 TDI
127438;Honda Jazz 1.2 VX i VTEC
127439;Hyundai i10 Era
127440;Hyundai Tucson 2.0 e-VGT 2WD AT GLS
127441;Toyota Innova Crysta 2.4 ZX MT
127442;Maruti Omni MPI CARGO BSIII W/ IMMOBILISER
127443;Maruti Swift VXI BSIV
127444;Hyundai Grand i10 Magna
127445;Maruti Swift VDI
127446;Hyundai Verna CRDi 1.6 SX
127447;Hyundai i20 1.2 Sportz
127448;Mercedes-Benz GLE 350d
127449;Mercedes-Benz New C-Class C 220 CDI CLASSIC
127450;Maruti Ritz ZDi
127451;Hyundai Creta 1.6 CRDi SX
127452;Maruti A-Star Vxi
127453;Renault Duster 110PS Diesel RXZ Option
127454;Fiat Grande Punto 1.3 Emotion Pack (Diesel)
127455;BMW X3 xDrive30d M Sport
127456;Hyundai i10 Sportz
127457;Toyota Innova 2.5 G4 Diesel 7-seater
127458;Maruti Zen VXI BSII
127459;Maruti Swift VDI
127460;Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV
127461;Tata Zest Quadrajet 1.3 75PS XE
127462;Ford EcoSport 1.0 Ecoboost Titanium Plus
127463;Maruti Swift Dzire ZDI
127464;Maruti Alto 800 LXI
127465;Honda City 1.5 S MT
127466;Audi Q7 3.0 TDI Quattro Technology
127467;Skoda Laura 1.9 TDI AT Ambiente
127468;Hyundai Verna 1.6 SX VTVT (O)
127469;Honda City 1.5 V AT
127470;Hyundai i20 Magna Optional 1.4 CRDi
127471;Hyundai i20 Sportz AT 1.4
127472;Volkswagen Vento Diesel Highline
127473;Honda City i VTEC VX
127474;Tata Zest Quadrajet 1.3 75PS XE
127475;BMW 5 Series 2003-2012 520d
127476;Maruti Wagon R LXI Minor
127477;Honda Jazz VX
127478;Volkswagen Jetta 2007-2011 2.0 TDI Comfortline
127479;Hyundai i10 Magna 1.2
127480;Mercedes-Benz New C-Class C 220 CDI Avantgarde
127481;Hyundai i10 Magna 1.2 iTech SE
127482;Toyota Innova Crysta 2.4 ZX MT
127483;Audi A6 2011-2015 2.0 TDI Technology
127484;Toyota Innova 2.5 VX (Diesel) 7 Seater
127485;Volkswagen Polo Benzin Trendline 1.2L
127486;Maruti Alto K10 LXI
127487;Honda City i-VTEC CVT ZX
127488;Tata Indigo LX
127489;Audi A6 2011-2015 2.0 TDI Premium Plus
127490;Mercedes-Benz GLA Class 200 CDI SPORT
127491;Maruti Celerio VXI AT
127492;Mercedes-Benz GLE 250d
127493;Land Rover Range Rover HSE Dynamic
127494;Volkswagen Vento Diesel Trendline
127495;Maruti Omni 8 Seater BSIV
127496;Honda Brio 1.2 VX MT
127497;Tata Sumo Delux
127498;Tata Indica Vista Aura 1.3 Quadrajet
127499;Maruti Wagon R LXI BS IV
127500;Mahindra XUV500 W8 4WD
127501;Tata Indigo LS Dicor
127502;Maruti Ertiga Paseo VXI
127503;Honda Accord 2.4 A/T
127504;Maruti Swift Dzire VDi
127505;Ford Fiesta EXi 1.4 TDCi Ltd
127506;Honda City ZX GXi
127507;Audi A6 2011-2015 2.0 TDI Premium Plus
127508;BMW 6 Series 640d Gran Coupe
127509;Audi Q7 45 TDI Quattro Technology
127510;Maruti Zen Estilo LXI Green (CNG)
127511;Hyundai i20 1.4 CRDi Asta
127512;Hyundai i10 Sportz AT
127513;Honda Jazz 1.2 V CVT i VTEC
127514;Maruti Swift VDI BSIV
127515;Hyundai i20 Asta 1.2
127516;Volkswagen Polo Benzin Comfortline 1.2L
127517;Maruti Alto LXi
127518;Toyota Corolla H4
127519;Maruti Alto LXi
127520;Tata Manza ELAN Quadrajet BS IV
127521;Maruti Alto LXi
127522;Skoda Octavia Ambition Plus 2.0 TDI AT
127523;Toyota Corolla H4
127524;Hyundai i20 Asta Option 1.2
127525;Maruti Vitara Brezza LDi
127526;Honda City 1.5 V MT
127527;Tata Indica Vista Aqua 1.3 Quadrajet
127528;Honda Amaze S i-Dtech
127529;Hyundai EON D Lite Plus
127530;BMW 3 Series Luxury Line
127531;Hyundai Verna 1.6 SX
127532;Tata Manza Club Class Quadrajet90 LS
127533;Skoda Octavia RS
127534;Maruti Alto K10 VXI
127535;Ford Ecosport 1.5 DV5 MT Titanium Optional
127536;Chevrolet Spark 1.0 LS
127537;Jaguar XF 2.0 Diesel Portfolio
127538;Honda CR-V RVi MT
127539;Skoda Superb L&K 1.8 TSI AT
127540;Hyundai i10 Magna 1.2
127541;Maruti Swift LDI
127542;Maruti Swift Dzire VXi AT
127543;Nissan Micra Diesel XV
127544;Maruti Swift Dzire Tour LDI
127545;Ford Fiesta Classic 1.4 Duratorq CLXI
127546;Maruti Zen LX
127547;Mini Clubman Cooper S
127548;Toyota Etios GD
127549;Maruti Alto 800 2016-2019 LXI
127550;Maruti Alto VXi
127551;BMW X5 3.0d
127552;Nissan Teana XV
127553;Hyundai Grand i10 AT Asta
127554;Maruti Vitara Brezza ZDi Plus
127555;Audi Q7 3.0 TDI Quattro Premium Plus
127556;Mercedes-Benz GLA Class 200 CDI
127557;Maruti 800 AC
127558;Renault Duster 85PS Diesel RxL
127559;Toyota Corolla Altis D-4D GL
127560;Mercedes-Benz New C-Class 220
127561;Maruti Ritz VDi
127562;Honda BRV i-VTEC V CVT
127563;Hyundai Xcent 1.1 CRDi Base
127564;Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde
127565;Mercedes-Benz B Class B180
127566;Mercedes-Benz E-Class 2015-2017 E250 Edition E
127567;Honda City i VTEC VX Option
127568;Honda City 1.5 S MT
127569;Hyundai Verna Transform VTVT
127570;Jaguar XE Portfolio
127571;Honda Amaze S i-Vtech
127572;Mini Cooper Convertible 1.6
127573;Mercedes-Benz S Class 2005 2013 S 350 CDI
127574;Hyundai EON Magna Plus
127575;Maruti Wagon R VXI BS IV
127576;Maruti Ritz LDi
127577;BMW 3 Series 320d Sedan
127578;Tata Xenon XT EX 4X2
127579;Audi A3 35 TDI Attraction
127580;Land Rover Range Rover 2.2L Dynamic
127581;Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury
127582;Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop
127583;Maruti Alto LX
127584;Maruti Wagon R LXI BSIII
127585;Land Rover Range Rover 2.2L Prestige
127586;Hyundai Verna 1.6 SX VTVT
127587;BMW 5 Series 525d Sedan
127588;Jaguar XF Diesel
127589;Skoda Superb Elegance 1.8 TSI AT
127590;Audi Q3 35 TDI Quattro Premium
127591;Land Rover Range Rover 2.2L Pure
127592;Mercedes-Benz New C-Class 220 CDI AT
127593;Mahindra Scorpio S10 4WD
127594;BMW 3 Series Luxury Line
127595;Honda BR-V i-VTEC S MT
127596;Volvo S80 2006-2013 D5
127597;Hyundai Accent GLE
127598;Hyundai i20 Active SX Benzin
127599;Mercedes-Benz GLC 43 AMG Coupe
127600;Hyundai EON Magna Plus
127601;Hyundai Grand i10 SportZ Edition
127602;Honda City 1.5 EXI S
127603;Volkswagen Polo Benzin Trendline 1.2L
127604;Audi A6 35 TFSI Matrix
127605;Hyundai Creta 1.6 SX Plus Dual Tone Benzin
127606;Mercedes-Benz New C-Class C 200 CGI Avantgarde
127607;Mini Cooper Convertible S
127608;Toyota Etios VD
127609;Honda Brio S MT
127610;Maruti Baleno Alpha Automatic
127611;Skoda Laura Ambiente 2.0 TDI CR AT
127612;Hyundai EON Era Plus
127613;Renault Captur 1.5 Diesel RXL
127614;BMW 5 Series 2003-2012 GT 530d LE
127615;Maruti Alto 800 LXI
127616;Volvo V40 D3
127617;Maruti Wagon R LXI BSII
127618;Honda City ZX GXi
127619;Maruti Eeco 5 STR With AC Plus HTR CNG
127620;Chevrolet Enjoy 1.4 LS 8
127621;Mahindra Bolero ZLX
127622;Hyundai EON D Lite
127623;Hyundai Creta 1.6 SX Plus Benzin Automatic
127624;Volkswagen Vento 1.6 Comfortline
127625;Honda Civic 2006-2010 1.8 S AT
127626;Tata Indica Vista Quadrajet LS
127627;Mahindra XUV500 W8 2WD
127628;Hyundai i20 1.2 Asta Option
127629;Audi Q5 30 TDI quattro Premium Plus
127630;Maruti Ritz VXi
127631;Mitsubishi Cedia Sports
127632;Toyota Innova 2.5 V Diesel 7-seater
127633;Maruti Celerio LDi
127634;Maruti S-Cross Delta DDiS 200 SH
127635;Audi Q3 35 TDI Quattro Premium Plus
127636;BMW 3 Series Luxury Line
127637;Audi Q7 4.2 TDI Quattro Technology
127638;Hyundai i20 2015-2017 Asta 1.2
127639;Renault Duster 110PS Diesel RxL
127640;Hyundai Xcent 1.1 CRDi S Celebration Edition
127641;Ford Ecosport 1.5 DV5 MT Titanium
127642;Volkswagen Polo Benzin Trendline 1.2L
127643;Hyundai Grand i10 CRDi Magna
127644;Tata Manza Aqua Quadrajet BS IV
127645;Honda City 1.5 V MT
127646;Hyundai Santro Xing GLS
127647;Toyota Innova 2.5 VX (Diesel) 7 Seater
127648;Maruti Ciaz 1.3 S
127649;Toyota Fortuner 4x4 MT TRD Sportivo
127650;Mercedes-Benz E-Class E 220 d
127651;Mercedes-Benz New C-Class 220 CDI MT
127652;Skoda Yeti Ambition 4X2
127653;Hyundai Grand i10 Sportz
127654;Ford Figo 2015-2019 1.2P Titanium MT
127655;Skoda Octavia Ambition 1.4 TSI MT
127656;Renault Duster 85PS Diesel RxL Option
127657;Land Rover Range Rover Evoque 2.0 TD4 Pure
127658;Ford Figo Diesel EXI
127659;Ford Endeavour Hurricane Limited Edition
127660;Toyota Fortuner 4x4 MT
127661;Volkswagen Polo Diesel Comfortline 1.2L
127662;Maruti Ritz VDi
127663;Nissan Micra Diesel XV Premium
127664;Hyundai Verna 1.6 SX
127665;BMW 5 Series 2003-2012 523i
127666;Mercedes-Benz GLS 350d 4MATIC
127667;Honda CR-V 2.4L 4WD AT
127668;Hyundai Creta 1.6 CRDi AT SX Plus
127669;Hyundai i10 Era
127670;Mercedes-Benz A Class A200 CDI Sport
127671;Maruti Ertiga VXI
127672;Skoda Octavia Classic 1.9 TDI MT
127673;Honda Amaze VX i-Vtech
127674;Maruti Zen LXi BSII
127675;Maruti SX4 ZXI MT BSIV
127676;Honda Brio VX AT
127677;Maruti Wagon R VXI
127678;Toyota Camry A/T
127679;Chevrolet Beat LS
127680;Toyota Fortuner 4x4 AT
127681;Ford Ecosport 1.5 DV5 MT Titanium Optional
127682;Maruti Swift Vdi BSIII
127683;Mercedes-Benz S Class 2005 2013 S 350 CDI
127684;Honda Mobilio S i VTEC
127685;Hyundai Grand i10 Sportz
127686;Mahindra XUV500 AT W8 FWD
127687;Skoda Fabia 1.6 MPI Elegance
127688;Hyundai Santro Xing GLS
127689;Hyundai Creta 1.6 SX Plus Dual Tone Benzin
127690;Mahindra Scorpio 1.99 S8
127691;Skoda Rapid 1.6 TDI Ambition
127692;Renault Duster 110PS Diesel RxZ
127693;BMW X5 xDrive 30d
127694;Toyota Etios G
127695;Maruti Wagon R LXI
127696;Hyundai Creta 1.6 SX
127697;Maruti Celerio VXI
127698;Land Rover Range Rover HSE Dynamic
127699;Chevrolet Beat LT
127700;Tata Nano Twist XT
127701;Audi A6 2011-2015 35 TDI Technology
127702;Mercedes-Benz E-Class 280 CDI
127703;Maruti Swift VXI
127704;Fiat Linea T Jet
127705;Maruti Swift VXI Optional
127706;Toyota Fortuner 3.0 Diesel
127707;Maruti Ertiga ZXI
127708;BMW 3 Series 320i Sedan
127709;Maruti Ertiga VXI
127710;Honda City 1.5 V AT
127711;Hyundai Santa Fe 4X4
127712;Tata Indigo LS
127713;Mercedes-Benz E-Class 2009-2013 E 250 Elegance
127714;Maruti Swift Dzire LDi
127715;Ford Fiesta Classic 1.4 Duratorq CLXI
127716;Honda City i VTEC CVT VX
127717;Toyota Fortuner 4x2 Manual
127718;Honda Amaze VX O i VTEC
127719;Hyundai i20 Asta 1.4 CRDi
127720;Chevrolet Enjoy TCDi LTZ 7 Seater
127721;Maruti SX4 ZXI AT Leather
127722;Toyota Innova 2.5 VX (Diesel) 7 Seater
127723;BMW 5 Series 2003-2012 520d
127724;Renault Duster 110PS Diesel RxZ
127725;BMW X1 sDrive 20d xLine
127726;Honda City ZX GXi
127727;Maruti Ciaz RS ZDi Plus SHVS
127728;Maruti Swift Dzire VXi
127729;Mahindra XUV500 W6 2WD
127730;Honda Civic 2006-2010 1.8 S MT
127731;Maruti Ertiga ZDI
127732;Toyota Etios Liva GD
127733;Audi TT 2.0 TFSI
127734;Skoda Rapid 1.5 TDI Style
127735;Volkswagen Polo 1.5 TDI Highline
127736;Skoda Laura 1.9 TDI AT Elegance
127737;Mahindra Renault Logan 1.5 DLE Diesel
127738;Toyota Innova Crysta 2.8 GX AT
127739;BMW 3 Series 320d Luxury Line
127740;Honda Jazz 1.5 S i DTEC
127741;Honda Amaze VX i-DTEC
127742;Jaguar XF 2.2 Litre Luxury
127743;Maruti Swift Dzire VDI
127744;Jeep Compass 2.0 Limited
127745;Toyota Corolla Altis 1.8 Sport
127746;Honda City 1.5 V MT
127747;Maruti Swift ZXI
127748;Hyundai Verna 1.6 SX CRDI (O) AT
127749;Mahindra Bolero ZLX
127750;Maruti Swift VDI
127751;Audi A6 2011-2015 2.0 TDI Premium Plus
127752;Ford Ikon 1.3 LXi NXt
127753;Volkswagen Polo 1.5 TDI Highline
127754;Mahindra Bolero VLX CRDe
127755;Honda City i DTEC VX Option
127756;Chevrolet Sail Hatchback 1.2 LS
127757;Hyundai i20 1.2 Spotz
127758;BMW X1 sDrive 20d Sportline
127759;BMW X1 sDrive 20d Exclusive
127760;Toyota Fortuner 4x2 AT
127761;Audi Q7 4.2 TDI Quattro Technology
127762;Maruti Ertiga VDI
127763;Hyundai i20 1.2 Magna
127764;Mercedes-Benz S Class 2005 2013 S 350 L
127765;Renault Duster 85PS Diesel RxL
127766;Mahindra Quanto C2
127767;Toyota Fortuner 4x2 AT
127768;BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater
127769;Maruti Swift Dzire VDi
127770;Maruti Swift LDI Optional
127771;Audi A6 2011-2015 35 TFSI Technology
127772;Mitsubishi Pajero 2.8 SFX BSIV Dual Tone
127773;Jaguar XF 2.2 Litre Executive
127774;Toyota Innova Crysta 2.8 ZX AT
127775;Skoda Octavia Ambition 2.0 TDI AT
127776;Toyota Corolla Altis VL AT
127777;Maruti Omni 8 Seater BSII
127778;Mercedes-Benz GLC 220d 4MATIC Style
127779;Volkswagen Vento 1.5 TDI Highline AT
127780;Mahindra XUV500 W10 2WD
127781;Nissan Terrano XL 85 PS
127782;Hyundai Verna 1.6 SX CRDi (O)
127783;BMW 5 Series 2013-2017 530d M Sport
127784;Mahindra Scorpio S4 Plus
127785;Hyundai Verna 1.6 CRDi SX
127786;Audi Q7 3.0 TDI Quattro Premium Plus
127787;Chevrolet Aveo U-VA 1.2 LT
127788;Mahindra Bolero ZLX BSIII
127789;Hyundai Xcent 1.2 Kappa S
127790;Toyota Innova Crysta 2.4 GX MT 8S
127791;Hyundai EON Era Plus
127792;Volkswagen Polo Diesel Comfortline 1.2L
127793;Maruti Vitara Brezza ZDi
127794;BMW 3 Series 320d Prestige
127795;Hyundai EON Sportz
127796;Honda City 1.5 S MT
127797;Honda Accord 2.4 MT
127798;Mahindra Xylo E8
127799;BMW 3 Series 320d
127800;Honda City V MT
127801;Mahindra XUV500 W10 2WD
127802;Hyundai i20 Asta 1.4 CRDi
127803;Toyota Fortuner 4x2 Manual
127804;Mahindra Bolero DI BSII
127805;Maruti Esteem Vxi - BSIII
127806;Mini Cooper 5 DOOR D
127807;Audi Q3 35 TDI Quattro Premium
127808;Hyundai i20 Sportz Option
127809;Tata Safari Storme VX Varicor 400
127810;Honda BR-V i-DTEC VX MT
127811;Volkswagen Jetta 2013-2015 2.0L TDI Highline
127812;Hyundai Xcent 1.2 Kappa S Option
127813;Maruti Ignis 1.2 Alpha
127814;BMW 5 Series 2013-2017 520d Luxury Line
127815;Ford Ikon 1.3 CLXi
127816;Hyundai i10 Sportz
127817;Hyundai Verna 1.6 CRDI
127818;BMW 3 Series 320d Highline
127819;Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency
127820;Chevrolet Beat Option Pack
127821;Mahindra XUV500 W8 2WD
127822;Maruti Ciaz ZDi Plus SHVS
127823;Mercedes-Benz New C-Class C 250 CDI Avantgarde
127824;Honda City ZX CVT
127825;Toyota Fortuner 4x2 4 Speed AT
127826;Maruti Alto K10 VXI
127827;Jaguar XJ 2.0L Portfolio
127828;Hyundai i20 1.4 Magna ABS
127829;Honda BRV i-VTEC V CVT
127830;Toyota Corolla Executive (HE)
127831;Audi A6 2011-2015 2.0 TDI Premium Plus
127832;Toyota Innova 2.5 ZX Diesel 7 Seater BSIII
127833;Hyundai Grand i10 CRDi Sportz
127834;Volkswagen Vento IPL II Benzin Highline AT
127835;Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV
127836;Hyundai Verna CRDi SX
127837;Maruti Ritz VDi
127838;Audi Q7 3.0 TDI Quattro Technology
127839;Hyundai i20 Asta Option 1.2
127840;Maruti Vitara Brezza ZDi Plus Dual Tone
127841;Honda City i VTEC S
127842;Maruti Ciaz ZXi
127843;Nissan Sunny XV CVT
127844;Volkswagen Polo Diesel Highline 1.2L
127845;Maruti Ertiga ZDI
127846;Maruti Swift Dzire VDI
127847;Mercedes-Benz New C-Class C 220 CDI Elegance AT
127848;Honda Brio S MT
127849;Hyundai i10 Magna Optional 1.1L
127850;Hyundai Verna 1.6 SX CRDi (O)
127851;Maruti Ciaz VDI SHVS
127852;Ford Ikon 1.3 Flair
127853;Volkswagen Polo 1.2 MPI Highline
127854;Honda Jazz 1.2 V i VTEC
127855;Honda Amaze EX i-Dtech
